Member,First Name,Last Name,Chamber,Party,State / District,Link,URL,Deadline,Comment,Submitted,Past Caucus Signatory,Caucus,Appropriator,Authorizer,NASA Center,Priority Ranking
Troy Carter,Troy,Carter,House,Democrat,LA-2,link,https://docs.google.com/forms/d/e/1FAIpQLScmQc5odkUJboz6GLOgXcSiH9KYbqzfFw_7IRKNqMiOaPxyVA/viewform,3/9/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Clay Higgins,Clay,Higgins,House,Republican,LA-3,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Mike Johnson,Mike,Johnson,House,Republican,LA-4,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Julia Letlow,Julia,Letlow,House,Republican,LA-5,link,https://docs.google.com/document/d/1Z2r0dfhPvFwLqzEUUqL6l2aXs5IWBzIg/edit,3/9/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Cleo Fields,Cleo,Fields,House,Democrat,LA-6,link,https://forms.office.com/pages/responsepage.aspx?id=mYITktAiSU2NMHFw1YltmIEgXFnxOb9NuutX5s80vDNUN1NGNVJCR1VQQTJWWkxKSEVOWTdUWjM0Sy4u&route=shorturl,2/28/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Elizabeth Warren,Elizabeth,Warren,Senate,Democrat,MA,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Richard Neal,Richard,Neal,House,Democrat,MA-1,link,https://forms.office.com/Pages/ResponsePage.aspx?id=mYITktAiSU2NMHFw1YltmJH3780XRwRItb2DDhGtUzRUQkxYVkhaREFaRThSTUdEN1c2Nkw4R1g0RC4u,3/11/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Lori Trahan,Lori,Trahan,House,Democrat,MA-3,link,https://docs.google.com/forms/d/e/1FAIpQLSf2TDeJfrYJyTvtmrhY6dmVZiZOUGudxOnERbRcNptYwgPYgw/viewform,TBD,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Jake Auchincloss,Jake,Auchincloss,House,Democrat,MA-4,link,https://forms.cloud.microsoft/Pages/ResponsePage.aspx?id=mYITktAiSU2NMHFw1YltmDh9dGcd6OpLrLafwlXE1HhURUhTWEtOVFBGS0NHNUdCVldXRFNNMVRMSC4u,TBD,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Katherine Clark,Katherine,Clark,House,Democrat,MA-5,link,https://katherineclark.house.gov/appropriations-request-,3/9/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Seth Moulton,Seth,Moulton,House,Democrat,MA-6,link,https://docs.google.com/forms/d/e/1FAIpQLScGJSvr0ZUaQGuAM65UGE0dwwz0Xf7r0_NkMZu72k25h4bvCw/viewform,3/31/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Ayanna Pressley,Ayanna,Pressley,House,Democrat,MA-7,https://pressley.house.gov/appropriations-request-form/,https://docs.google.com/forms/d/e/1FAIpQLScgc4UaVu3TlP6M50fV20K_iFL3Lkqo-5VgF_aFJTqvg003eQ/viewform,3/6/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Stephen Lynch,Stephen,Lynch,House,Democrat,MA-8,link,https://docs.google.com/forms/d/e/1FAIpQLScKM0vCFYDLxp20YaxBbuhoflpvy8amcbS1bjTOrmCn1Jobig/viewform,3/10/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Bill Keating,Bill,Keating,House,Democrat,MA-9,link,https://docs.google.com/forms/d/e/1FAIpQLSffETM4tds95cjEOLXkgfljiGeiBAOlE8itQM-mPq7j68x7ZQ/viewform,TBD,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Andy Harris,Andy,Harris,House,Republican,MD-1,link,https://forms.office.com/pages/responsepage.aspx?id=mYITktAiSU2NMHFw1YltmEsSSo5mFz1GhpATo1riNXtUMEFaTDIxTEFMR1haNDlITjU0RDNYVElVRy4u&route=shorturl,2/27/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Johnny Olszewski,Johnny,Olszewski,House,Democrat,MD-2,link,https://docs.google.com/forms/d/e/1FAIpQLSfKIBjrbEF6BGcwtEOqPwrWmyLjsxFarawwiuW7i1xj0Prd-g/viewform,6-Mar or 13-Mar depending on subcommittee (CJS 6-Mar),,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Sarah Elfreth,Sarah,Elfreth,House,Democrat,MD-3,link,https://docs.google.com/forms/d/e/1FAIpQLSfImQr9pvof9D7ylGgRQ9UZkB7I5tcmRPHYv9Yns8_zvD5rvw/viewform,3/13/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Steny Hoyer,Steny,Hoyer,House,Democrat,MD-5,link,https://docs.google.com/forms/d/e/1FAIpQLSfnSgVC_h0akSKspa-J3HB30IxrjO14z-O4uJZk4GxnUbqlsw/viewform,3/6/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
April McClain-Delaney,April,McClain-Delaney,House,Democrat,MD-6,link,https://docs.google.com/forms/d/e/1FAIpQLSduCmwdRzjLmG8l-tvWJPuvMmKmxnJq9-fesRcL2YjwYTBb-A/viewform,3/13/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Kweisi Mfume,Kweisi,Mfume,House,Democrat,MD-7,link,https://docs.google.com/forms/d/e/1FAIpQLSfMfjfsM8kyRFr4vzRVvL7IZPNNqQSlgc5iqxBHgely7bl-1g/viewform,3/9/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Jamie Raskin,Jamie,Raskin,House,Democrat,MD-8,link,https://forms.office.com/pages/responsepage.aspx?id=mYITktAiSU2NMHFw1YltmAwZvRBx_q9PsOu9TXtwcXBUQzNCU0kxRE1FRUtVSlBYVldXS0VIVlZDSi4u&route=shorturl,TBD,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Angus King,Angus,King,Senate,Independent,ME,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Chellie Pingree,Chellie,Pingree,House,Democrat,ME-1,link,https://docs.google.com/forms/d/e/1FAIpQLSd5bMUirEM_Hsv2jtbG6S8Bx0ymfXyryCv0RVNhK-DL3Ui8iw/viewform,3/13/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Jared Golden,Jared,Golden,House,Democrat,ME-2,https://docs.google.com/forms/d/e/1FAIpQLSfBFW4j2DvN3BYtkac7p7jA2TmFugk_P4WxKF9ZGh2k_sE_ww/viewform,https://docs.google.com/forms/d/e/1FAIpQLSfBFW4j2DvN3BYtkac7p7jA2TmFugk_P4WxKF9ZGh2k_sE_ww/viewform,TBD,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Elissa Slotkin,Elissa,Slotkin,Senate,Democrat,MI,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Jack Bergman,Jack,Bergman,House,Republican,MI-1,link,https://docs.google.com/forms/d/e/1FAIpQLSdY89lclv09MxIbNJ0zUJ0RywCERwjoW1aY-E2m-JxAjc0TSQ/viewform,TBD,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
John James,John,James,House,Republican,MI-10,https://forms.cloud.microsoft/pages/responsepage.aspx?id=mYITktAiSU2NMHFw1YltmHc67V63tOBPmo1cu5khQL1UQklRTUUxRTk1SkVMRUhWRFNNQ1VSSzNKOS4u&route=shorturl,https://forms.cloud.microsoft/pages/responsepage.aspx?id=mYITktAiSU2NMHFw1YltmHc67V63tOBPmo1cu5khQL1UQklRTUUxRTk1SkVMRUhWRFNNQ1VSSzNKOS4u&route=shorturl,3/12/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Rashida Tlaib,Rashida,Tlaib,House,Democrat,MI-12,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Shri Thanedar,Shri,Thanedar,House,Democrat,MI-13,link,https://forms.office.com/Pages/ResponsePage.aspx?id=mYITktAiSU2NMHFw1YltmHQxJlHzKiJDjFkxVcOCaLZUREswOVAxWTQ0UVZDQ0c1NlpaUFEwOEg4Ry4u&wdLOR=c7587952B-2722-4E3D-BA22-89BBB4044EB1,TBD,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
John Moolenaar,John,Moolenaar,House,Republican,MI-2,link,https://moolenaar.house.gov/services/appropriationsrequest,3/6/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Hillary Scholten,Hillary,Scholten,House,Democrat,MI-3,https://docs.google.com/forms/d/e/1FAIpQLSfvruunNNd3auz34VgW9dg-1q7B4DB3hAoiR622ErYCcWftcw/viewform,https://docs.google.com/forms/d/e/1FAIpQLSfvruunNNd3auz34VgW9dg-1q7B4DB3hAoiR622ErYCcWftcw/viewform,3/6/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Bill Huizenga,Bill,Huizenga,House,Republican,MI-4,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Tim Walberg,Tim,Walberg,House,Republican,MI-5,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Debbie Dingell,Debbie,Dingell,House,Democrat,MI-6,,mailto:afton.cissel@mail.house.gov,TBD,Email afton.cissel@mail.house.gov,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Tom Barrett,Tom,Barrett,House,Republican,MI-7,Email BarrettAppropriations@mail.house.gov,mailto:BarrettAppropriations@mail.house.gov,TBD,Email BarrettAppropriations@mail.house.gov,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Kristen McDonald Rivet,Kristen,McDonald Rivet,House,Democrat,MI-8,https://docs.google.com/forms/d/e/1FAIpQLSeI4QSvptJ2TZ1L3qAhF7D6h1MJIENQL5q8qs7R8oci5KuPvg/viewform,https://docs.google.com/forms/d/e/1FAIpQLSeI4QSvptJ2TZ1L3qAhF7D6h1MJIENQL5q8qs7R8oci5KuPvg/viewform,3/6/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Lisa McClain,Lisa,McClain,House,Republican,MI-9,link,https://docs.google.com/forms/d/e/1FAIpQLSfM2sj5D4ZSI-av2PsKKSI4ElZ3GpbfTOIarjA4RO3U-aj5Mg/viewform,3/6/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Tina Smith,Tina,Smith,Senate,Democrat,MN,,,,Email anna_mccloskey@smith.senate.gov,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Brad Finstad,Brad,Finstad,House,Republican,MN-1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Angie Craig,Angie,Craig,House,Democrat,MN-2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Kelly Morrison,Kelly,Morrison,House,Democrat,MN-3,https://forms.office.com/pages/responsepage.aspx?id=mYITktAiSU2NMHFw1YltmEZ9N1ezGpRLgdnchEiE1GJUN1oxSU5MNVUyQTIxN1ZFMDVUTFg1N1pKTyQlQCN0PWcu&route=shorturl,https://forms.office.com/pages/responsepage.aspx?id=mYITktAiSU2NMHFw1YltmEZ9N1ezGpRLgdnchEiE1GJUN1oxSU5MNVUyQTIxN1ZFMDVUTFg1N1pKTyQlQCN0PWcu&route=shorturl,3/6/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Betty McCollum,Betty,McCollum,House,Democrat,MN-4,link,https://forms.cloud.microsoft/Pages/ResponsePage.aspx?id=mYITktAiSU2NMHFw1YltmCF-VFr1OTRBlmj1LXkV4P1URUdOWkgzRkhISTRNNVE2Q1dHTk5CVk45Sy4u,3/13/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Ilhan Omar,Ilhan,Omar,House,Democrat,MN-5,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Tom Emmer,Tom,Emmer,House,Republican,MN-6,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Michelle Fischbach,Michelle,Fischbach,House,Republican,MN-7,https://fischbach.house.gov/?a=Files.Serve&File_id=091E040D-94E8-4C2A-9C29-6DD3B7E9AC99 should be submitted to MN07appropriations@mail.house.gov as a PDF file.,mailto:MN07appropriations@mail.house.gov,3/13/2026,https://fischbach.house.gov/?a=Files.Serve&File_id=091E040D-94E8-4C2A-9C29-6DD3B7E9AC99 should be submitted to MN07appropriations@mail.house.gov as a PDF file.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Pete Stauber,Pete,Stauber,House,Republican,MN-8,link,https://docs.google.com/forms/d/e/1FAIpQLSd4QY1TDGeL2CetSL4URWb28A-5flnGULEpOFZF5FTYV36ofQ/viewform,3/6/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Josh Hawley,Josh,Hawley,Senate,Republican,MO,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Ann Wagner,Ann,Wagner,House,Republican,MO-2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Bob Onder,Bob,Onder,House,Republican,MO-3,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Emanuel Cleaver,Emanuel,Cleaver,House,Democrat,MO-5,Email brock.brose@mail.house.gov,,TBD,Email brock.brose@mail.house.gov,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Sam Graves,Sam,Graves,House,Republican,MO-6,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Eric Burlison,Eric,Burlison,House,Republican,MO-7,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Jason Smith,Jason,Smith,House,Republican,MO-8,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Cindy Hyde-Smith,Cindy,Hyde-Smith,Senate,Republican,MS,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Trent Kelly,Trent,Kelly,House,Republican,MS-1,link,https://docs.google.com/forms/d/e/1FAIpQLSd2nO9xYK95v6tSaGpZcCMUXkXakIzBKGqXdCBxC3p2Edev3Q/viewform,3/1/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Bennie Thompson,Bennie,Thompson,House,Democrat,MS-2,,mailto:MS02Appropriations@mail.house.gov,TBD,Email MS02Appropriations@mail.house.gov,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Michael Guest,Michael,Guest,House,Republican,MS-3,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Steve Daines,Steve,Daines,Senate,Republican,MT,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Ryan Zinke,Ryan,Zinke,House,Republican,MT-1,link,https://forms.office.com/pages/responsepage.aspx?id=mYITktAiSU2NMHFw1YltmDp-nz0HKdpAjTl4ISHqlmlUQTExRzhWOVhOQVUyQVQ0NTAzQVIzUjJCVS4u&route=shorturl,3/6/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Troy Downing,Troy,Downing,House,Republican,MT-2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Thom Tillis,Thom,Tillis,Senate,Republican,NC,,,,emailed on 4/15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Don Davis,Don,Davis,House,Democrat,NC-1,https://docs.google.com/forms/d/e/1FAIpQLSfvB8s9KJhXIF7VuWWfizJSBDEzMbq1tDVjy6fB3uHq8WiwRQ/viewform,https://docs.google.com/forms/d/e/1FAIpQLSfvB8s9KJhXIF7VuWWfizJSBDEzMbq1tDVjy6fB3uHq8WiwRQ/viewform,3/9/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Chuck Edwards,Chuck,Edwards,House,Republican,NC-11,link,https://docs.google.com/forms/d/e/1FAIpQLSfkEufSZ4aKoUzMHO_0FyVipTiYlXXt33da4EEKjbXy6i7GTg/viewform,3/6/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Alma Adams,Alma,Adams,House,Democrat,NC-12,link,https://forms.cloud.microsoft/pages/responsepage.aspx?id=mYITktAiSU2NMHFw1YltmGn5o9mL8PVPjOh2liTb2KFUQ0lPWjZMUEFFSkw5WEQ3MDBKNDVUTUtNNy4u&route=shorturl,3/6/2026,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Brad Knott,Brad,Knott,House,Republican,NC-13,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Tim Moore,Tim,Moore,House,Republican,NC-14,link,https://docs.google.com/forms/d/e/1FAIpQLSdtvIM-AYjs0EGbs1laIUnAh8ttWiqZjVmICCSaz1yMZYH5hg/viewform,2/27/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Greg Murphy,Greg,Murphy,House,Republican,NC-3,Send https://murphy.house.gov/sites/evo-subsites/murphy.house.gov/files/evo-media-document/final_murphy-fy27-appropriations-programmatic-and-language-request.docx to McLean.Piner@mail.house.gov,,3/9/2026,Send https://murphy.house.gov/sites/evo-subsites/murphy.house.gov/files/evo-media-document/final_murphy-fy27-appropriations-programmatic-and-language-request.docx to McLean.Piner@mail.house.gov,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Virginia Foxx,Virginia,Foxx,House,Republican,NC-5,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Addison McDowell,Addison,McDowell,House,Republican,NC-6,https://forms.cloud.microsoft/Pages/ResponsePage.aspx?id=mYITktAiSU2NMHFw1YltmN_DJ4Zth4NKudijhX7zGeZURUw1VlBBOVNJVjZGWDNLNllGSk9IR0EzSi4u,https://forms.cloud.microsoft/Pages/ResponsePage.aspx?id=mYITktAiSU2NMHFw1YltmN_DJ4Zth4NKudijhX7zGeZURUw1VlBBOVNJVjZGWDNLNllGSk9IR0EzSi4u,3/9/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Mark Harris,Mark,Harris,House,Republican,NC-8,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Richard Hudson,Richard,Hudson,House,Republican,NC-9,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Kevin Cramer,Kevin,Cramer,Senate,Republican,ND,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
John Hoeven,John,Hoeven,Senate,Republican,ND,link,https://oampluspublic.senate.gov/public/login/e6026700-77fb-4197-90b2-ae066438ef5d,TBD,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Julie Fedorchak,Julie,Fedorchak,House,Republican,ND-00,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Pete Ricketts,Pete,Ricketts,Senate,Republican,NE,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Mike Flood,Mike,Flood,House,Republican,NE-1,https://flood.house.gov/services/fy27-appropriations-request-form,https://forms.cloud.microsoft/Pages/ResponsePage.aspx?id=mYITktAiSU2NMHFw1YltmEqxaPSNMJ9Npuw1Y_vDiIZUMUdITVlGR1ZNSkdGS081Q1hJM0pZU0ZXVy4u,3/9/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Adrian Smith,Adrian,Smith,House,Republican,NE-3,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Maggie Hassan,Maggie,Hassan,Senate,Democrat,NH,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Maggie Goodlander,Maggie,Goodlander,House,Democrat,NH-2,link,https://docs.google.com/forms/d/e/1FAIpQLSd2nO9xYK95v6tSaGpZcCMUXkXakIzBKGqXdCBxC3p2Edev3Q/viewform,3/1/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Cory Booker,Cory,Booker,Senate,Democrat,NJ,,,,Sign up here to be notified,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Donald Norcross,Donald,Norcross,House,Democrat,NJ-1,link,https://docs.google.com/forms/d/e/1FAIpQLSen4r0c3KktXUe-CJwTX2-dbluIXlgnVbvhXOZnxSXMsmuBKQ/viewform,3/6/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
LaMonica McIver,LaMonica,McIver,House,Democrat,NJ-10,link,https://docs.google.com/forms/d/e/1FAIpQLSdzVVpilNKgggGC7f7HWT3ZaMqNLKimGfDtdN30OQCm-O1o9w/viewform,3/9/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
VACANT ,VACANT,,House,Democrat,NJ-11,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Bonnie Watson Coleman,Bonnie,Watson Coleman,House,Democrat,NJ-12,link,https://docs.google.com/forms/d/e/1FAIpQLSeITDYCYJZ2KDLCww4P3EQNy1P3Q2Au5wYA-AiAMCbti0RP-w/viewform,TBD,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Jeff Van Drew,Jeff,Van Drew,House,Republican,NJ-2,link,https://vandrew.house.gov/uploadedfiles/congressman_van_drew_-_fy2027_appropriations_request.pdf,3/14/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Herb Conaway,Herb,Conaway,House,Democrat,NJ-3,link,https://docs.google.com/forms/d/e/1FAIpQLScU8WTA0kwidI5zraQ6LDJr8Nrhab725ndfsJF5gxSB4DwSqQ/viewform,3/12/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Chris Smith,Chris,Smith,House,Republican,NJ-4,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Josh Gottheimer,Josh,Gottheimer,House,Democrat,NJ-5,https://docs.google.com/forms/d/e/1FAIpQLScxXbRbnOkS7ySsnCnn5Kg_K_jIb5lb5rPDA4-4raT7f2PM-w/viewform,https://docs.google.com/forms/d/e/1FAIpQLScxXbRbnOkS7ySsnCnn5Kg_K_jIb5lb5rPDA4-4raT7f2PM-w/viewform,3/8/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Frank Pallone,Frank,Pallone,House,Democrat,NJ-6,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Tom Kean,Tom,Kean,House,Republican,NJ-7,link,https://forms.office.com/pages/responsepage.aspx?id=mYITktAiSU2NMHFw1YltmDPSSvQ70qNPrTldo6gNZktUQ1RJNVYyOTRJNlRUR0JCUTI0UjdBUzIzTy4u&route=shorturl,TBD,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Rob Menendez,Rob,Menendez,House,Democrat,NJ-8,https://docs.google.com/forms/d/e/1FAIpQLSc_-sRg05QlLULITo8qtEyX-OhTrSvLUGwpv07LhYobFynJnw/viewform,https://docs.google.com/forms/d/e/1FAIpQLSc_-sRg05QlLULITo8qtEyX-OhTrSvLUGwpv07LhYobFynJnw/viewform,3/6/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Nellie Pou,Nellie,Pou,House,Democrat,NJ-9,https://docs.google.com/forms/d/e/1FAIpQLSfu9yjG9ZiJmnmyYPqZPSUGeP3h5ljQ2lcEsMSqY8yreNXNYQ/viewform,https://docs.google.com/forms/d/e/1FAIpQLSfu9yjG9ZiJmnmyYPqZPSUGeP3h5ljQ2lcEsMSqY8yreNXNYQ/viewform,3/11/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Martin Heinrich,Martin,Heinrich,Senate,Democrat,NM,link,https://forms.office.com/pages/responsepage.aspx?id=yQ08CVqFVEaBVDu8JMTbfqV7OYK0F2BMudR5kMPVj_FUQVlKTUk1M1FZQTJCWVpRWEhVR0cyRFU2RS4u&route=shorturl,3/20/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Ben Ray Lujan,Ben Ray,Lujan,Senate,Democrat,NM,link,https://www.lujan.senate.gov/fy27-appropriations-request-form/,4/15/2026,(form still open),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Melanie Stansbury,Melanie,Stansbury,House,Democrat,NM-1,https://forms.office.com/pages/responsepage.aspx?id=mYITktAiSU2NMHFw1YltmN8WYRA0oHdFgkl_OS-iL2lUNUI4QlBTNVNZOEgwRU1MNlVQWDJER0JIWSQlQCN0PWcu&route=shorturl,https://forms.office.com/pages/responsepage.aspx?id=mYITktAiSU2NMHFw1YltmN8WYRA0oHdFgkl_OS-iL2lUNUI4QlBTNVNZOEgwRU1MNlVQWDJER0JIWSQlQCN0PWcu&route=shorturl,3/6/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Gabe Vasquez,Gabe,Vasquez,House,Democrat,NM-2,link,https://docs.google.com/forms/d/e/1FAIpQLSfb_9bJqxtx3FhqjbJ78j3ObHkxj_piRx1MT_f4VHkC4AKemA/viewform,TBD,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Teresa Leger Fernandez,Teresa,Leger Fernandez,House,Democrat,NM-3,https://forms.cloud.microsoft/pages/responsepage.aspx?id=mYITktAiSU2NMHFw1YltmBw0y5BAvrhGjnPGXXIxI3tURDZJUEpYRDVSTUE4WDIyTjhITUU5UktGWCQlQCN0PWcu&route=shorturl,https://forms.cloud.microsoft/pages/responsepage.aspx?id=mYITktAiSU2NMHFw1YltmBw0y5BAvrhGjnPGXXIxI3tURDZJUEpYRDVSTUE4WDIyTjhITUU5UktGWCQlQCN0PWcu&route=shorturl,3/9/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Catherine Cortez Masto,Catherine,Cortez Masto,Senate,Democrat,NV,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Dina Titus,Dina,Titus,House,Democrat,NV-1,link,https://docs.google.com/forms/d/e/1FAIpQLSdDvuAs49U5uyUAgaSSRPyOj67Wrfr81Wzv8T4degeFU-iNJg/viewform,3/2/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Mark Amodei,Mark,Amodei,House,Republican,NV-2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Susie Lee,Susie,Lee,House,Democrat,NV-3,link,https://docs.google.com/forms/d/e/1FAIpQLSeQJhLIeLz6QEIhPFbwKdNB8zAeCpVjyJQ7Qep903vr2VT0MA/viewform,TBD,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Steven Horsford,Steven,Horsford,House,Democrat,NV-4,link,https://forms.cloud.microsoft/Pages/ResponsePage.aspx?id=mYITktAiSU2NMHFw1YltmLKk2TK0rYJCh5wm-J7nYWNUREdQTkFYSEhIVThSWTQ1NTMyUFg3OFpJTy4u,2/27/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Chuck Schumer,Chuck,Schumer,Senate,Democrat,NY,link,https://docs.google.com/document/d/1mBpT8F4We0Lehz_RB6R8JWhVwdCNtfIW80DD6cOotNk/edit?usp=sharing,TBD,Send in body of the email (no attachments!) to Kai_Vogel@schumer.senate.gov,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Nick LaLota,Nick,LaLota,House,Republican,NY-1,link,https://docs.google.com/forms/d/e/1FAIpQLSdAEiaYyqUBZ5OzkEtmT6sfTlfVTrjvTN3slsRztWuM0ArkYw/viewform,3/4/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Dan Goldman,Dan,Goldman,House,Democrat,NY-10,link,https://docs.google.com/forms/d/e/1FAIpQLSfUY8Ah5FNmRQUNLVKusVLtK2BEuDeFAZifCYsHg-pK6lOqWQ/viewform,TBD,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Nicole Malliotakis,Nicole,Malliotakis,House,Republican,NY-11,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
